"revista","año","numeros","titulos","resumenes"
"Trimestre Económico",2015,"Vol. 82 Núm. 327","Distribución del ingreso, impuestos y transferencias en México. Un análisis de equilibrio general aplicado","        En este artículo se argumenta que, dada la fuerte concentración del ingreso en México y la estrechez de la base tributaria del ingreso, resulta muy difícil realizar una reforma tributaria que sea recaudatoria y redistributiva. Para ello se construyó un modelo de equilibrio general aplicado que incluye, entre otras cosas, una desagregación de los hogares en 10 niveles de ingreso, la estructura tributaria y de transferencias del país y las esferas productivas y de consumo. Los escenarios confirman que, lograr una recaudación adicional significativa, y mejorar al mismo tiempo la desigualdad del ingreso (medida por el coeficiente de Gini), implica aumentos de tasas o bases difíciles de lograr en las condiciones actuales       "
"Trimestre Económico",2015,"Vol. 82 Núm. 327","Crédito de proveedores, tamaño de empresa e informalidad","        La penetración bancaria en México es de las más bajas de América Latina. Asimismo, la importancia relativa del crédito comercial es muy alta. Estos dos hechos llevan a muchos a interpretar que el desproporcionado peso del crédito de proveedores es reflejo de una banca que presta muy poco. Al mismo tiempo se considera que es ésta la razón por la cual los principales usuarios del crédito de proveedores son las empresas pequeñas, informales y con bajo acceso al financiamiento bancario. Con base en los datos de una encuesta nacional se muestra que estos estereotipos no necesariamente son los correctos       "
"Trimestre Económico",2015,"Vol. 82 Núm. 327","El efecto de la liberalización comercial sobre los márgenes de precios a costos marginales del sector manufacturero. El caso de México, 1994-2003","        Este artículo analiza el efecto del Tratado de Libre Comercio de América del Norte (TLCAN) sobre los márgenes de precio a costos marginales (MPCM) del sector manufacturero en México durante el periodo 1994-2003. Tomando en consideración la sensibilidad de cada industria a la rapidez con la que se eliminan los aranceles bajo el TLCAN, los resultados muestran que los MPCM cayeron inmediatamente después de que comenzó en México la segunda ronda de liberalización comercial en 1994. Sin embargo, en años subsecuentes, no emerge un patrón claro para estos MPCM. Adicionalmente, el estudio toma en cuenta la sensibilidad de cada industria al nivel inicial de su arancel y presenta evidencia que muestra que mientras que el TLCAN sí tuvo un efecto sobre los MPCM de aquellas industrias que liberalizaron en 10 años, no se encontró un efecto robusto sobre los MPCM de las industrias que liberalizaron en cinco años       "
"Trimestre Económico",2015,"Vol. 82 Núm. 327","Estrategias de ajuste ante choques hipotéticos de oferta y demanda. Resultados de una encuesta a empresas mexicanas"," En este artículo se analizan estrategias de ajuste para hacer frente a choques hipotéticos de oferta y demanda utilizadas por 1 138 empresas mexicanas encuestadas por el Banco de México en 2012. Los resultados del análisis muestran que la respuesta de las empresas ante los dos tipos de choque en general no es simétrica y que éstas reaccionan combinando estrategias (principalmente eligen reducir costos), con lo cual moderan los ajustes a precios y producción. Más competencia hace que las empresas utilicen con más intensidad las estrategias de ajuste y favorece la flexibilidad de los precios. Ante cualquier choque, los costos que más se reducen son los no laborales y los que genera el empleo temporal. Una alta competencia y un mayor porcentaje de costos laborales intensifican el traspaso de los choques al empleo; por el contrario, los acuerdos colectivos de trabajo mitigan dicho traspaso. No se observa un traspaso de los choques a las percepciones salariales, lo cual, aunado a la baja incidencia de la reducción del salario base, evidencia rigidez en los salarios nominales de las empresas entrevistadas "
"Trimestre Económico",2015,"Vol. 82 Núm. 327","Inversión extranjera directa, crecimiento económico y desigauldad en América Latina","        Este artículo analiza la relación entre la inversión extranjera directa (IED), el crecimiento económico y la desigualdad de ingresos en América Latina. Con un panel de datos para 18 economías durante el periodo 1980-2009, se estiman dos ecuaciones que recogen la relación entre la IED y el crecimiento económico y la desigualdad de ingresos, respectivamente. Los principales resultados obtenidos confirman el impacto positivo de la IED sobre el crecimiento económico, y evidencian impactos significativos no lineales sobre la desigualdad de ingresos: si bien la IED provoca un incremento en la desigualdad, a partir de determinados niveles de IED (en porcentaje del PIB) induce a una mayor equidad       "
"Trimestre Económico",2015,"Vol. 82 Núm. 327","La regla del impuesto óptimo en presencia del uso del tiempo. Una aplicación utilizando datos de México","        En este artículo se estudian las implicaciones de permitir la sustitución entre bienes de mercado y tiempo en el problema del impuesto óptimo. Se observa que cuanto mayor sea la elasticidad de sustitución entre bienes de mercado y tiempo en una determinada actividad, menor debería ser la tasa de impuesto óptima sobre los bienes de mercado. Este artículo contribuye con la literatura existente en dos dimensiones. En primer lugar, expresa la regla de Ramsey en términos de elasticidades de sustitución, que son más fáciles de estimar. Esto amplía el ámbito de aplicaciones de la regla de Ramsey en cuestiones de política. En segundo lugar, ilustra la regla de impuesto óptimo propuesta estimando las elasticidades de sustitución correspondientes utilizando datos de México. De acuerdo con el modelo y los datos, el impuesto al valor agregado óptimo de México en el año 2002 habría sido una tasa impositiva de 7% en los alimentos y de 5.5% en el resto de los bienes de mercado       "
"Trimestre Económico",2015,"Vol. 82 Núm. 327","Gustavo del Ángel Mobarak y Graciela Márquez (eds.), Respuestas propias. 80 años de El Trimestre, FCE, México, 2014, 449 pp. (Lecturas de El Trimestre Económico, núm. 106)","        Esta reseña aborda el libro Respuestas propias. 80 años del Trimestre Económico, una antología conmemorativa del aniversario de esta revista, realizada por Gustavo A. del Ángel Mobarak y Graciela Márquez. La reseña divide la historia de la revista, desde 1934 a la fecha, en cuatro periodos. Primero, desde su fundación hasta los años cincuenta, cuando todavía no era común la formación académica en economía aunque los colaboradores suplían esa carencia con intuición y sentido común. Segundo, hacia los años cincuenta, cuando proliferan perspectivas totalizadoras desde el subdesarrollo, como la teoría de la dependencia y otros modelos maximalistas que, pese a sus buenas intenciones, generaron errores de diagnóstico. Tercero, hacia los años setenta, cuando se privilegia la historia económica. Cuarto, desde mediados de los ochenta, cuando hay una actualización de los cuadros editoriales y la revista se inserta con mayor rigor y oportunidad en las corrientes de pensamiento y análisis económico global.       "
"Trimestre Económico",2015,"Vol. 82 Núm. 327","Adaptación al cambio climático a través de la elección de cultivos en Perú"," El principal objetivo de este artículo es captar la influencia del cambio climático en la selección endógena de cultivos de los agricultores y los impactos sobre su ingreso esperado. El modelo se aplica a 110 227 productores en Perú. Los resultados muestran que la elección de cultivos se ve afectada por el clima. Se estima una caída de entre 8 y 13% de los ingresos esperados por hectárea. El cambio climático provocará una reducción de los ingresos condicionales para la alfalfa, el arroz, el café y el maíz amarillo duro y aumentos para la papa, el maíz amiláceo, el plátano y la uva; se presentan resultados mixtos para la yuca, dependiendo del modelo climático. El arroz y el café muestran las mayores pérdidas, mientras que la papa nativa obtiene la mayor ganancia. Se muestra que la probabilidad de elegir la cosecha de maíz y de plátano aumenta con los incrementos de temperatura y precipitación. "
"Trimestre Económico",2015,"Vol. 82 Núm. 328","El empleo público en América Latina. Evidencia de las encuestas de hogares","        Este artículo aporta evidencia sobre el empleo público en América Latina durante el periodo 1992-2012, explotando una base de datos estandarizados de las encuestas de hogares de todos los países de la región. Estas encuestas constituyen una buena herramienta por su representatividad nacional, su frecuencia y su amplia cobertura sobre cuestiones de empleo y salarios, tanto en el sector público como en el privado, formal e informal. El trabajo documenta y analiza los cambios en los niveles de empleo y salarios de los empleados públicos latinoamericanos vis-à-vis el resto de los trabajadores       "
"Trimestre Económico",2015,"Vol. 82 Núm. 328","Externalidades de la mano de obra calificada y estados estacionarios múltiples en una economía abierta pequeña"," En este modelo, si bien las empresas exhiben rendimientos constantes a escala, la economía entera exhibe también crecientes rendimientos a escala debido a las externalidades positivas de la mano de obra calificada. Esto hace factible la existencia de estados estacionarios múltiples que pueden ordenarse en el sentido de Pareto, lo cual es útil para reflexionar sobre los problemas del desarrollo. Este modelo, al predecir que la productividad marginal del capital es igual en todos los países, resuelve el problema de asignación de capital (Lucas, 1990). Otra predicción del modelo es que la productividad de la mano de obra calificada es mayor en los países desarrollados que en los países subdesarrollados, lo cual aporta un factor importante para explicar la migración de la mano de obra calificada a los países ricos. También explica cómo es que un país que tiene agentes que no experimentan asimetrías de información, conductas irracionales ni restricciones crediticias puede estar atrapado en un punto fijo donde únicamente se invierten pequeñas cantidades de capital, se pagan bajos salarios, la productividad de la mano de obra calificada es baja y la mayoría de la fuerza laboral es no calificada "
"Trimestre Económico",2015,"Vol. 82 Núm. 328","Evaluación del Programa del Seguro Popular del 2002 al 2005. Impacto en la utilización de servicios médicos, en el gasto en salud y en el mercado laboral","        Este artículo examina el impacto del Seguro Popular (SP) en la utilización de servicios de salud, en el gasto de los hogares en salud y en el mercado laboral. El análisis se realiza por género y origen de la población (urbano y rural) utilizando datos longitudinales de la Encuesta Nacional sobre Niveles de Vida de los Hogares (ENNViH), y el método de emparejamiento de marcadores de propensión. En general, se observa que el SP no ha tenido un impacto en el número de hospitalizaciones y consultas externas, con excepción de las mujeres de origen urbano. El análisis por institución muestra que el SP ha provocado un incremento en la consulta ofrecida en establecimientos de la Secretaría de Salud (SSA) en poblaciones urbanas. Adicionalmente, se observa que el SP ha tenido un impacto negativo en la cobertura del Instituto Mexicano del Seguro Social (IMSS) y en el empleo formal de las mujeres de origen urbano, y de los hombres de origen rural. En el ámbito del hogar, no se encuentra ningún impacto en el gasto en salud       "
"Trimestre Económico",2015,"Vol. 82 Núm. 328","Tomas de control en el mundo y beneficios privados del control bajo las distintas regulaciones vigentes","        En este artículo se revisa la regulación sobre transferencias de control vigente en el mundo y encontramos evidencia de que a nivel global la legislación está convergiendo desde la regla de mercado (MR, por sus siglas en inglés) hacia la regla de igualdad de oportunidad (EOR, por sus siglas en inglés). La literatura sobre la racionalidad económica de estas reglas muestra que los beneficios privados del control (BPC) afectan los cambios de control; en particular, la EOR tiene el potencial de bloquear transferencias ineficientes aunque también de ralentizar la actividad del mercado del control. Jurfest, Paredes y Riutort (2015) proponen un modelo que permite estimar los BPC bajo las distintas regulaciones, tomando como caso especial el conocido modelo del Block Premium de Barclay y Holderness (1989) y Dyck y Zingales (2004). Asimismo, se ilustra la aplicabilidad y consistencia de este modelo para estimar los BPC en los diferentes regímenes regulatorios vigentes y bajo distribuciones alternativas del poder de negociación del vendedor del control       "
"Trimestre Económico",2015,"Vol. 82 Núm. 328","Mujer, trabajo y familia en España","        El objetivo de este artículo es analizar los determinantes de las decisiones de participación laboral, convivencia en pareja y no maternidad de las mujeres en España. Para alcanzar este objetivo se ha explotado la Encuesta de Condiciones de Vida (EU-SILC, por sus siglas en inglés) (2005-2011) de la Oficina Europea de Estadística (Eurostat, por sus siglas en inglés). La estrategia empírica ha consistido en un modelo probit trivariante, lo que permite estimar las tres variables dependientes de manera simultánea. Los resultados muestran, entre otros datos, que las mujeres con mayor nivel educativo tienen mayor probabilidad de participar en el mercado de trabajo y no tener hijos, así como una menor probabilidad de cohabitar en pareja       "
"Trimestre Económico",2015,"Vol. 82 Núm. 328","Consumo residencial de electricidad y eficiencia energética. Un enfoque de regresión cuantílica","        Utilizando una base de microdatos para el área metropolitana de Buenos Aires, se analiza la reacción del consumo de electricidad de los hogares según sus características socioeconómicas, de equipamiento y de localización. Esto se estudia aplicando el método de regresión cuantílica a lo largo de todo el espectro de la distribución de consumo, lo que permite examinar las características mejor asociadas con niveles altos de consumo (condicionales a un modelo bien especificado) en donde potencialmente se encuentran hogares con niveles elevados de ineficiencia energética. Los dos principales resultados son la baja importancia del nivel de ingreso y la mayor importancia de la ausencia de acceso al gas natural, lo que indica que la falta de acceso a un energético (gas natural) deriva en ineficiencias en el consumo de otro (electricidad) y sugiere programas de eficiencia dirigidos a ese tipo de hogares. Otros resultados interesantes son la importancia de los equipos de aire acondicionado y la evidencia preliminar de que un movimiento desde casas a departamentos conlleva un menor consumo (y posiblemente una mejor eficiencia energética)       "
"Trimestre Económico",2015,"Vol. 82 Núm. 328","El papel de las posiciones netas de los especuladores en el proceso de formación de precios en un régimen de flotación. Evidencia de un modelo SVAR cointegrado para México","        Este artículo tiene como objetivo dar evidencia de cómo las posiciones netas de los especuladores (order flow) transmiten información al tipo de cambio (peso mexicano/dólar) en el corto y largo plazo. Se utiliza un modelo SVAR cointegrado para demostrar que las posiciones netas de los especuladores aumentan el poder explicativo y la precisión del pronóstico del tipo de cambio, pero lo más importante es que éstas tienen información sobre los fundamentos y además se asocian con movimientos transitorios del tipo de cambio que se generan por noticias de política monetaria. Nuestros resultados, tanto en el largo como en el corto plazo, son coherentes con la visión monetaria de Bilson para la determinación del tipo de cambio, ya que los choques monetarios transitorios, en cierta medida, se transmiten mediante las posiciones netas de los especuladores en México       "
"Trimestre Económico",2016,"Vol. 83 Núm. 329","Progresos y retrocesos del desarrollo económico de Chile en los gobiernos de la Concertación: 1990-2009","        En este artículo se examinan las políticas económicas y sus efectos en los cuatro gobiernos de la Concertación de Partidos por la Democracia, en 1990-2009. Se comprueba que en esos dos decenios se logró reducir significativamente la brecha de ingreso por habitante con las economías más desarrolladas y reducir, moderadamente, la desigualdad del ingreso heredadas de la dictadura. Sin embargo, la fuerte velocidad del progreso en los primeros años de retorno a la democracia (un crecimiento per cápita de 5.4% anual en 1990-1998), disminuyó de manera significativa en los años siguientes (a 2.3% en 1999-2009). La causa principal se sitúa en un cambio fundamental en las políticas macroeconómicas y en la persistente ausencia de políticas de desarrollo productivo, crecientemente relevantes al avanzar a través de etapas intermedias de desarrollo. Con todo, durante los dos decenios, el crecimiento per cápita fue notablemente superior al registrado durante la dictadura (1.3% en 1974-1989 con acrecentada desigualdad, versus 3.7% y cierta reducción de la desigualdad en 1990-2009       "
"Trimestre Económico",2016,"Vol. 83 Núm. 329","La incidencia de los entornos regionales sobre las restricciones financieras en pequeñas y medianas empresas","        El principal objetivo de este artículo es estudiar la heterogeneidad regional en las restricciones financieras sufridas por la pequeña y mediana empresas (pyme). Para ello, se desarrolló una aplicación empírica con una muestra de pyme españolas, proponiendo un modelo de acceso financiero y diferenciando entre dos regiones. Las estimaciones se realizan mediante modelos probit dinámicos con datos de panel. Los resultados confirman la importancia de incluir esa diferenciación regional. En concreto, se encontró que en la región menos desarrollada, las características específicas de las empresas de reducido tamaño no son tan importantes para determinar la probabilidad de tener restricciones financieras como las propias condiciones regionales donde la empresa tenga su sede       "
"Trimestre Económico",2016,"Vol. 83 Núm. 329","Un enfoque monetario de la inflación en el largo plazo. El caso de Uruguay (1870-2010)","        El objetivo de este artículo es explicar el comportamiento de la inflación en Uruguay durante el largo plazo (1870-2010). Se utiliza un modelo de inflación monetaria, pues se entiende que la trayectoria de largo plazo de la inflación debería estar determinada por las condiciones de equilibrio en el mercado de dinero. Se estima una curva de Phillips del tipo forward-looking, que incluye como variable explicativa de las expectativas de inflación el crecimiento del núcleo monetario (definido como la tasa de crecimiento tendencial de la oferta nominal de dinero que excede al crecimiento de largo plazo de la demanda real de dinero, el que es guiado por la evolución del producto potencial (output adjusted core money, OACM). Se encuentra que el impacto del OACM en la inflación es positivo y significativo, aunque no se rechaza que en el corto plazo sea igual que otros efectos. Sin embargo, en el largo plazo, el OACM tiene un impacto unitario en la tasa de inflación. A partir de la comparación del OACM con la inflación, se construye un indicador de monetización que permite indagar sobre los procesos de desmonetización y remonetización que experimentó esta economía en los últimos 140 años       "
"Trimestre Económico",2016,"Vol. 83 Núm. 329","Estimación de la tasa social de descuento a largo plazo en el marco de los sistemas nacionales de inversión. Aplicación al caso chileno","        Este artículo analiza las distintas metodologías usadas en algunos países para estimar la tasa de descuento a largo plazo utilizada en proyectos públicos. Adicionalmente, estima, para Chile, la tasa de descuento, con base en dos metodologías: la primera es una variación del método de descuento gamma, propuesto por Weitzman (2001); la segunda usa la fórmula de Ramsey que se deriva de un modelo de crecimiento para estimar la tasa social de preferencia por el tiempo       "
"Trimestre Económico",2016,"Vol. 83 Núm. 329","La incidencia de la formación en la edad adulta en la empleabilidad de los individuos. El caso de España","        En la actualidad existe un reconocimiento generalizado de que la inversión en formación inicial genera rendimientos para el individuo y la sociedad. Sin embargo, poco se sabe de los beneficios económicos de la formación en la edad adulta (adult learning o lifelong learning). El objetivo de este artículo es estimar el impacto del aprendizaje (formal o no formal) en la edad adulta sobre la empleabilidad de los individuos aplicando técnicas de emparejamiento (propensity score matching) a los datos de la Encuesta sobre la Participación de la Población Adulta en las Actividades de Aprendizaje (EADA). Los resultados muestran que el aprendizaje no formal tiene un impacto positivo, tanto para desempleados como para empleados. No obstante, este impacto no es homogéneo, y se han detectado diferencias significativas por sexo, edad y nivel de estudios inicial. Otros factores relacionados con la formación, como quién la financia y el motivo por el cual se realiza, también han mostrado ser muy significativos       "
"Trimestre Económico",2016,"Vol. 83 Núm. 329","Desigualdad salarial y potencial de mercado. Evidencia para México","        Este artículo examina la relación entre el potencial de mercado y los salarios de los trabajadores manufactureros en las entidades federativas de México, utilizando un modelo estándar de Nueva Geografía Económica (NGE). En la evaluación se considera un aspecto relevante en países en desarrollo, como lo es la distinción entre trabajadores formales e informales. Las estimaciones arrojan que, en general, la elasticidad del potencial de mercado sobre los salarios es de 0.082, la cual es robusta a diversas medidas relacionadas con las teorías de aglomeración urbana y a problemas de endogeneidad y autocorrelación espacial. También se encuentra que los salarios de los trabajadores informales son menos sensibles a cambios en el potencial de mercado en comparación con los salarios de los empleados formales y se benefician de externalidades generadas por la presencia de firmas extranjeras. Una simulación sugiere que hasta 10.7% de la diferencia salarial entre trabajadores de los estados fronterizos con los Estados Unidos y los localizados en el sur de México, puede atribuirse a la geografía económica; este efecto es menor para los trabajadores informales y para el caso de los formales se duplica       "
"Trimestre Económico",2016,"Vol. 83 Núm. 329","La demanda de importaciones y exportaciones de México en la era del TLCAN. Un enfoque de cointegración"," Este artículo busca caracterizar los flujos de comercio internacional de México durante el periodo de vigencia del Tratado de Libre Comercio de América del Norte (TLCAN). Las ecuaciones de importaciones y exportaciones se basan en el modelo de bienes sustitutos imperfectos y son estimadas utilizando el enfoque de cointegración de Johansen, con datos mensuales para el periodo 1994-2014. De esta manera, se encuentra que todas las variables pueden describirse como procesos de tendencia estocástica y que existe una relación de cointegración para cada ecuación de comercio. En ambos casos, las elasticidades precio e ingreso de largo plazo estimadas son significativas y sus signos son consistentes con la teoría económica. En particular, ambos flujos de comercio son inelásticos respecto a los precios relativos, y parecen satisfacer la condición Marshall-Lerner. Por otra parte, las importaciones mexicanas son elásticas respecto al producto, lo cual es indicativo de la alta dependencia de insumos importados de la actividad económica mexicana. A diferencia de la literatura previa, se encuentra que las exportaciones son inelásticas respecto a la producción industrial de los Estados Unidos en este periodo, lo cual implica una mayor estabilidad de éstas ante fluctuaciones en el desempeño de la economía estadunidense. "
"Trimestre Económico",2016,"Vol. 83 Núm. 330","La economía argentina y su conflicto distributivo estructural (1930-2015)","        En este artículo brindamos una interpretación del desempeño económico argentino entre 1930 y 2015, en la que el conflicto distributivo desempeña un papel protagónico. Nuestro argumento sostiene que el conflicto surge de la inconsistencia entre las aspiraciones económicas arraigadas en la sociedad y las posibilidades productivas de la economía. Presentamos dicha inconsistencia de un modo preciso: como una divergencia entre dos niveles de equilibrio del tipo de cambio real. El tipo de cambio real de equilibrio macroeconómico es aquel que permite a la economía mantener simultáneamente el pleno empleo y un balance de pagos sostenible. El tipo de cambio real de equilibrio social es aquel que emerge cuando los trabajadores plenamente ocupados alcanzan el salario real al que aspiran. Estos niveles de tipo de cambio real pueden no coincidir. De esta manera, existe un conflicto distributivo estructural cuando el tipo de cambio real de equilibrio macroeconómico es significativamente mayor al de equilibrio social. Asimismo, desarrollamos un modelo formal que representa de modo estilizado la estructura de la economía argentina y que permite brindar una definición precisa de los dos niveles de equilibrio del tipo de cambio real y del conflicto estructural. Posteriormente, utilizamos el modelo para caracterizar sintéticamente el performance y la política económica en el periodo 1930-2015       "
"Trimestre Económico",2016,"Vol. 83 Núm. 330","Reforma tributaria en fases","        En este artículo el principal objetivo es analizar tanto cualitativa como cuantitativamente el impacto del momento de una reforma tributaria, es decir, el aumento progresivo y avisado (en fases) de los impuestos en contraposición con una reforma de una sola vez. Los resultados indican que una reforma en fase debiera producir dos efectos: un efecto sustitución que impulsa a las empresas a adelantar inversión y con ello debiera aumentar el Producto Interno Bruto (PIB) y la inflación. La reacción del banco central debiera ser subir la tasa de interés. El otro efecto es negativo y consiste en un efecto riqueza que reduce el precio de las acciones y aumenta el tipo de cambio, Tomando como ejemplo el caso de Chile, que realizó una reforma en base recientemente (2014): se tiene que un aumento de 1% de los impuestos debería producir, producto de la distorsión intertemporal, un aumento de 0.17% en el PIB dentro del primer año del anuncio. No obstante, pueden existir otros elementos de naturaleza muy heterogénea que pueden influenciar negativamente la implementación de la reforma y, por tanto, cancelar por completo este efecto de sustitución intertemporal. Entre estos elementos negativos se tiene la falta de claridad de la reforma por parte del gobierno, al grado de virulencia de las discusiones en el Congreso y su influencia en las expectativas de los empresarios, la falta de credibilidad, por ejemplo, la incertidumbre de nuevas alzas de impuestos, etcétera       "
"Trimestre Económico",2016,"Vol. 83 Núm. 330","Demanda de vivienda de los hogares en México","        Este artículo analiza la demanda de vivienda en México a través del gasto en servicios de vivienda y el costo de uso del capital residencial de cada hogar representativo por percentil de ingreso. La hipótesis de ingreso permanente se considera como función de las características sociodemográficas y el grado de educación del jefe del hogar. Asimismo, se obtienen las elasticidades de ingreso, riqueza, edad del jefe de familia, tamaño del hogar y número de empleados, así como la semielasticidad del costo de uso de capital residencial. El gasto en vivienda es inelástico, aunque es más sensible al ingreso corriente que al permanente. También demostramos que existe una estructura regresiva en este mercado y se realiza un análisis de sensibilidad con el fin de medir el impacto en el gasto de vivienda ante ciertas variaciones del costo de uso residencial de largo plazo       "
"Trimestre Económico",2016,"Vol. 83 Núm. 330","¿Por qué las mujeres no se distribuyen de forma homogénea en el mercado de trabajo español? El “efecto rechazo” y el “efecto atracción”","        El objetivo de este artículo es analizar la distribución laboral femenina en el año 2012 en el mercado de trabajo español, planteada desde una doble perspectiva: el grado de expulsión o rechazo que padecen las mujeres en las ocupaciones masculinizadas, y el grado de atracción o concentración de dicho colectivo en las ocupaciones feminizadas. Para ello —utilizando como base de datos la Encuesta de Población Activa (EPA)—, la metodología utilizada se basa en la descomposición de Oaxaca-Blinder sobre las probabilidades que tienen hombres y mujeres de pertenecer a una ocupación masculinizada o feminizada. La conclusión principal es que el nivel de concentración de las mujeres en las ocupaciones femeninas supera notablemente el grado de expulsión o rechazo de las ocupaciones masculinas       "
"Trimestre Económico",2016,"Vol. 83 Núm. 330","Empleo femenino, pobreza y desigualdad. Un análisis de microdescomposiciones. Uruguay (1991-2012)","        En este artículo se estudia el efecto del aumento del empleo femenino sobre la distribución del ingreso en Uruguay entre 1991 y 2012; en particular se analizan los efectos sobre la desigualdad y la pobreza. Asimismo, se aplica la metodología de microdescomposición propuesta por Bourguignon et al. (1998), la cual permite capturar parcialmente el efecto del aumento de la tasa de empleo femenino. Esta metodología permite distinguir el efecto generado por cambios en la condición de empleo y el producido por modificaciones en las horas trabajadas. Los resultados obtenidos muestran que, a pesar de no ocupar un lugar central cuando se busca explicar la evolución de la distribución del ingreso, el aumento del empleo femenino ha tenido efectos significativos desde el punto de vista estadístico. Si bien algunos resultados sobre la distribución del ingreso son modestos, los cambios en el empleo femenino contribuyeron en todo momento a reducir los niveles de pobreza y la desigualdad       "
"Trimestre Económico",2016,"Vol. 83 Núm. 330","El pensamiento económico en los estudiantes de economía de Chile","        En este artículo reportamos los resultados de una encuesta representativa realizada a los estudiantes de economía de Chile, de pre y posgrado de cinco universidades sobre temas de pensamiento económico. Una comparación entre estudiantes de las universidades chilenas que imparten economía permite concluir diferencias entre éstos, con características propias que se estarían imprimiendo como un sello en los estudiantes de las distintas casas de estudio. Por último, una comparación entre los estudiantes de posgrado chilenos, europeos y estadunidenses permite verificar en varios sentidos las particularidades del pensamiento económico en los estudiantes de economía del país       "
"Trimestre Económico",2016,"Vol. 83 Núm. 330","Fracaso empresarial y efectos contagio. Un análisis espacial para España","        El gravísimo problema de caída de la actividad económica y desempleo en España encuentra un fiel reflejo en el círculo vicioso que genera el cierre de empresas, aproximado en este trabajo por la figura legal del concurso de acreedores. Este artículo se propone examinar el fenómeno desde un punto de vista geográfico para analizar el posible contagio entre provincias. Los resultados muestran que no hay efecto contagio del fracaso en el sector de la construcción, pero sí en el industrial. Es en este sector donde se contagia a la economía vista en su conjunto, pero sólo para los años anteriores a la crisis. En el periodo de recesión parece que tienen más fuerza los factores macroeconómicos negativos que afectan a la totalidad de las empresas que el contagio, que es un efecto particular que ejercen sobre cada compañía las empresas próximas con las que tiene relación       "
"Trimestre Económico",2016,"Vol. 83 Núm. 330","La necesidad de no repetir la historia. Enrique Cárdenas, El largo curso de la economía mexicana. De 1780 a nuestros días","        Esta reseña sobre el libro de Enrique Cárdenas El largo curso de la economía mexicana. De 1780 a nuestros días, resume un acercamiento a más de dos siglos de historia económica de México y destaca su ambición, alcance y utilidad.  De acuerdo a esta reseña, la visión panorámica de Cárdenas permite observar las distintas etapas de la economía mexicana a partir de las reformas borbónicas, continuando con los episodios de inestabilidad durante buena parte del sigo XIX, el periodo de paz y crecimiento porfirista, el estallido de la Revolución Mexicana, la etapa de construcción de instituciones y crecimiento con estabilidad, las crisis sucesivas de los años setenta, ochenta y noventa y hasta los procesos más recientes de modernización y reformas.  El libro de Cárdenas permite identificar constantes que han significado crisis y precariedad económica y contribuye a aprender del pasado       "
"Trimestre Económico",2016,"Vol. 83 Núm. 331","Reconsiderando la evaluación de los efectos distributivos del ejercicio de poder de mercado en México","        En 2008, la Comisión Federal de Competencia (CFC) comisionó un estudio de los efectos distributivos del poder de mercado que ha influenciado la discusión nacional respecto a la política de competencia. En este artículo, intentamos reproducir sus resultados, los extendemos a años posteriores, identificamos y corregimos deficiencias en su análisis, y evaluamos su marco conceptual y metodológico. Documentamos que el método utilizado no produce resultados confiables. Además, usando el mismo método, estimamos una pérdida en bienestar de entre 0.8 y 2.1% del gasto total, dependiendo del decil de ingreso. Aunque se sostiene la conclusión de que los hogares de menores ingresos se ven más afectados por el ejercicio de poder de mercado, encontramos que, para los hogares de ingresos más bajos, este efecto es mayor en zonas urbanas que en zonas rurales       "
"Trimestre Económico",2016,"Vol. 83 Núm. 331","Concentración de mercados, colusión y bienestar social en México. Una revisión metodológica","        En este artículo se presenta una crítica de la metodología utilizada en investigaciones previas que intentaron evaluar los efectos sobre el bienestar social derivados de la existencia de empresas con poder de mercado en México. Como resultado de la revisión metodológica, se estima el efecto provocado por una colusión hipotética de los principales competidores de diversos mercados de bienes de consumo, concluyendo que si bien las estimaciones que se obtienen de la pérdida social son significativamente inferiores a las obtenidas en esas otras investigaciones, no por ello se demerita la necesidad de fortalecer la aplicación de la política de competencia. Por el contrario, al sustentar esta política en un análisis económico más objetivo y riguroso, es posible aumentar su confiabilidad y efectividad       "
"Trimestre Económico",2016,"Vol. 83 Núm. 331","Los efectos distributivos del poder de mercado. De vuelta a las andadas","        Este artículo evalúa dos críticas recientes a los trabajos del autor sobre los efectos distributivos del poder de mercado en México       "
"Trimestre Económico",2016,"Vol. 83 Núm. 331","¿Existe evidencia de asimetrías en la gestión de la política monetaria por parte del Banco Central Europeo? (1999-2014)","        El objetivo de este artículo es verificar la presencia de asimetrías en la actuación del Banco Central Europeo (BCE) desde el inicio de su mandato hasta finales de 2014. La metodología utilizada es doble: la estimación, mediante el método de los momentos generalizado (MMG), de una regla de política monetaria óptima y de una regla que incluye variables ficticias multiplicativas capaces de detectar la presencia de comportamientos asimétricos. La crisis de crecimiento en la eurozona y los problemas de liquidez provocaron la puesta en marcha de medidas no convencionales de política monetaria después de 2008. Nuestros resultados muestran presencia de asimetría en la determinación de los tipos de interés por parte del BCE durante el periodo analizado, así como una reorientación de las decisiones de política monetaria más favorables al crecimiento económico       "
